Disaster,Code Region,Code District,Code Commune,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,1,1001,1001031,Ratmalana,Colombo,2010,8,12,14.7,100
Flood,1,1001,1001003,Colombo,Colombo,2010,6,20,200.4,100
Flood,6,6002,6002042,Nattandiya,Puttalam,2010,5,21,52.4,100
Flood,4,4002,4002003,Mannar Town,Mannar,2010,5,18,60.2,100
Flood,6,6001,6001072,Kuliyapitiya West,Kurunegala,2010,4,22,332.2,100
Flood,6,6002,6002048,Dankotuwa,Puttalam,2010,5,18,52.4,100
Flood,6,6001,6001021,Nikaweratiya,Kurunegala,2010,4,28,332.2,100
Flood,6,6001,6001036,Wariyapola,Kurunegala,2010,4,29,332.2,100
Flood,1,1001,1001024,Sri Jayawardanapura Kotte,Colombo,2010,5,18,727.8,100
Flood,1,1001,1001030,Dehiwala,Colombo,2010,5,14,727.8,100
Flood,6,6002,6002036,Madampe,Puttalam,2010,5,17,52.4,100
Flood,6,6002,6002036,Madampe,Puttalam,2010,5,12,52.4,100
Flood,6,6002,6002039,Mahawewa,Puttalam,2010,5,16,52.4,100
Flood,6,6002,6002039,Mahawewa,Puttalam,2010,5,12,52.4,100
Flood,6,6002,6002042,Nattandiya,Puttalam,2010,5,12,52.4,100
Flood,6,6002,6002045,Wennappuwa,Puttalam,2010,5,12,52.4,100
Flood,6,6001,6001036,Wariyapola,Kurunegala,2010,4,20,332.2,100
Flood,6,6002,6002009,"Thabbowa North(GN), Pawattamaduwa(GN), ",Puttalam,2010,11,21,353.1,100
Flood,4,4003,4003012,Vengalacheddikulam,Vavuniya,2010,12,2,334.6,100
Flood,6,6002,6002003,"Pulachchena(GN),Norochchole(GN),Ennala(GN)",Puttalam,2010,4,12,147.1,100
Flood,1,1001,1001003,Bloemendhal(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Maradana(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Nawagampura(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Kettaramaya(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Lunupokuna(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Grandpass North(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Samanthapura(GN),Colombo,2010,10,11,158.3,100
Flood,6,6001,6001033,Nelumpathgama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001033,Panwala(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001033,Kekulawala(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001033,Kiridiwelmada(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001033,Wegolla(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001057,Thorayaya(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001051,Aswedduma(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001051,Maragama(GN),Kurunegala,2010,11,21,550.5,100
Flood,4,4001,4001039,Nainativu,Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001033,Nallur East(GN),Jaffna,2010,4,12,66.6,100
Flood,9,9001,9001030,Galathura(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001030,Sinhalagoda(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Idangoda(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Kiriella(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Matuwagala(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Dodampe West(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Ellawala(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Munasinhapura(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Dodampe East(GN),Ratnapura,2010,5,17,658.5,100
Flood,6,6001,6001051,Pellandeniya(GN),Kurunegala,2010,11,21,550.5,100
Flood,9,9001,9001027,Dambuluwana(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001027,Raddella(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001027,Haldola(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001027,Karangoda(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001027,Samangama(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001027,Pallegedara(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001030,Ayagama(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001030,Pallekada(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001027,Kahawatta(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001009,Epitawala(GN),Ratnapura,2010,5,17,658.5,100
Flood,6,6001,6001051,Wilgamdematewa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001051,Maspotha(GN),Kurunegala,2010,1,12,85.7,100
Flood,6,6001,6001024,Gajaneggama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001021,Elawaka(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001021,Kiridigalla(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Thennakongama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Konotta(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Thambarawa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Malwana(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Pothuwewaw(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Kithulwehera(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Goluwawa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001036,Embawalapitiya(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001045,Moragane(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001045,Beddegama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001045,Panagamuwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001045,Kosdeniya(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Nelumkanuwa,Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Wathugala,Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Panagamuwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Kelimune(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001051,Rekawa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Kosdeniya(GN),Kurunegala,2010,1,12,85.7,100
Flood,6,6001,6001049,Medagama(GN),Kurunegala,2010,1,12,85.7,100
Flood,6,6001,6001049,Navihamuna(GN),Kurunegala,2010,1,12,85.7,100
Flood,6,6001,6001049,Wathukana(GN),Kurunegala,2010,1,12,85.7,100
Flood,6,6001,6001049,Kanotuwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Henegedara,Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001051,Galagedara(GN),Kurunegala,2010,1,12,85.7,100
Flood,6,6001,6001049,Pahala Kaduwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Nelumkanuwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Galihangama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Demataluwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Erihabe,Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Rekkangane(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Hangamuwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Pahala Kolamune,Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001049,Nagalagane(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001045,Katumuluwa(GN),Kurunegala,2010,11,21,550.5,100
Flood,9,9001,9001009,Yatipawwa(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001003,Kalatuwawa West(GN),Ratnapura,2010,5,17,658.5,100
Flood,6,6001,6001051,Maspotha(GN),Kurunegala,2010,4,21,332.2,100
Flood,6,6001,6001051,Kudagalgamuwa(GN),Kurunegala,2010,4,21,332.2,100
Flood,6,6001,6001051,Wilgamdematewa(GN),Kurunegala,2010,4,21,332.2,100
Flood,6,6001,6001051,Wegolla(GN),Kurunegala,2010,4,21,332.2,100
Flood,6,6001,6001060,Thorayaya(GN),Kurunegala,2010,1,10,85.7,100
Flood,6,6001,6001060,Metibokka(GN),Kurunegala,2010,1,10,85.7,100
Flood,6,6001,6001060,Bandaragala(GN),Kurunegala,2010,1,10,85.7,100
Flood,6,6001,6001060,Hettipola(GN),Kurunegala,2010,1,10,85.7,100
Flood,6,6001,6001057,Thorayaya(GN),Kurunegala,2010,1,10,85.7,100
Flood,8,8002,8002015,Veheragala(GN),Monaragala,2010,3,10,103.0,100
Flood,8,8002,8002006,Neelawa Bedda(GN),Monaragala,2010,3,10,103.0,100
Flood,8,8002,8002012,Wattegama(GN),Monaragala,2010,6,10,82.0,100
Flood,1,1003,1003036,"Udukumbura, Midalana(GN)",Kaluthara,2010,1,10,58.4,100
Flood,1,1003,1003012,"Mahagama(GN),Delmella(GN),Ihala Narangala(GN)",Kaluthara,2010,1,10,58.4,100
Flood,5,5003,5003027,Kattaiparichan South(GN),Trincomalee,2010,5,12,42.2,100
Flood,9,9001,9001015,Namperiyal Kanda(GN),Ratnapura,2010,10,10,436.6,100
Flood,9,9001,9001033,On Rakwana -Pothupitiya Road,Ratnapura,2010,1,10,233.6,100
Flood,9,9001,9001009,"Ellagawa(GN), Yatipawwa(GN), Epitawala(GN), Idangoda(GN)",Ratnapura,2010,1,10,233.6,100
Flood,9,9001,9001030,Gangodakanda (GN),Ratnapura,2010,1,10,233.6,100
Flood,4,4003,4003009,Vavuniya Town(GN),Vavuniya,2010,2,12,0.8,100
Flood,4,4003,4003009,Nelukkulam(GN),Vavuniya,2010,2,12,0.8,100
Flood,4,4003,4003012,Kanthasamy Nagar(GN),Vavuniya,2010,2,12,0.8,100
Flood,4,4003,4003012,Kurukkalputhukkulam(GN),Vavuniya,2010,2,12,0.8,100
Flood,4,4003,4003012,Menik Faram Kalapaya ii,Vavuniya,2010,2,12,0.8,100
Flood,4,4003,4003012,Menik Faram Kalapaya i,Vavuniya,2010,2,12,0.8,100
Flood,4,4003,4003012,Piramanalankulam(GN),Vavuniya,2010,2,12,0.8,100
Flood,5,5003,5003027,Ralkuly(GN),Trincomalee,2010,5,12,42.2,100
Flood,9,9001,9001027,Dambuluwana(GN),Ratnapura,2010,6,24,451.5,100
Flood,9,9001,9001027,Haldola(GN),Ratnapura,2010,6,24,451.5,100
Flood,9,9001,9001027,Raddella(GN),Ratnapura,2010,6,24,451.5,100
Flood,9,9001,9001012,Kahangama(GN),Ratnapura,2010,8,15,385.5,100
Flood,9,9001,9001006,parakaduwa(GN),Ratnapura,2010,8,15,385.5,100
Flood,9,9001,9001027,kahawatta(GN),Ratnapura,2010,8,15,385.5,100
Flood,9,9001,9001030,Gangodakanda (GN),Ratnapura,2010,8,15,385.5,100
Flood,9,9001,9001033,On Rakwana -Pothupitiya Road,Ratnapura,2010,8,15,385.5,100
Flood,9,9001,9001027,Kahawatta(GN),Ratnapura,2010,6,24,451.5,100
Flood,9,9001,9001009,Mudunkotuwa(GN),Ratnapura,2010,5,17,658.5,100
Flood,5,5003,5003027,Periyapalam(GN),Trincomalee,2010,5,12,42.2,100
Flood,5,5003,5003027,Shafi Nagar(GN),Trincomalee,2010,5,12,42.2,100
Flood,4,4001,4001006,Tholpuram West(GN),Jaffna,2010,11,29,492.2,100
Flood,4,4001,4001009,Suthumalai North(GN),Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001003,Karampon West(GN),Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001012,Mallakam South(GN),Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001045,"Pittiyelai,Vennanadaipu",Jaffna,2010,1,12,47.1,100
Flood,4,4001,4001042,Delft Centre(GN),Jaffna,2010,4,12,66.6,100
Flood,9,9001,9001012,Batugedara(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Dewalayagawa(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Thiriwanaketiya(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Rathnapura Town(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Amuthagoda(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Mihindugama(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Mudduwa East(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Muwagama(GN),Ratnapura,2010,5,17,658.5,100
Flood,9,9001,9001012,Weralupe(GN),Ratnapura,2010,5,17,658.5,100
Flood,4,4001,4001015,Uduvil South West(GN),Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001030,Kalvayal(GN),Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001024,Manalkadu(GN),Jaffna,2010,4,12,66.6,100
Flood,4,4001,4001027,Thondamanaru South(GN),Jaffna,2010,4,12,66.6,100
Flood,3,3001,3001027,"Kotugoda(GN),Sandarawala(GN),Ganegama(GN),",Galle,2010,9,24,288.0,100
Flood,3,3001,3001012,"Pahal Omatta(GN), Kahadoowa(GN), Goluwamulla(GN),",Galle,2010,9,28,288.0,100
Flood,3,3001,3001006,Elathota(GN),Galle,2010,9,28,288.0,100
Flood,3,3001,3001033,Batapola,Galle,2010,9,28,288.0,100
Flood,3,3001,3001009,Siripura(GN),Galle,2010,9,28,288.0,100
Flood,3,3001,3001015,Pitigala North(GN),Galle,2010,2,10,98.2,100
Flood,3,3001,3001039,Weliwatta(GN),Galle,2010,11,26,431.5,100
Flood,5,5003,5003027,Muthur West(GN),Trincomalee,2010,5,12,42.2,100
Flood,3,3001,3001027,"Kotugoda(GN),Sandarawala(GN),Ganegama(GN),",Galle,2010,11,26,431.5,100
Flood,2,2001,2001033,Katugasthota(GN),Kandy,2010,11,18,546.7,100
Flood,2,2001,2001033,Rathmale(GN),Kandy,2010,11,18,546.7,100
Flood,2,2001,2001051,Gampolawela(GN),Kandy,2010,11,22,546.7,100
Flood,2,2001,2001009,Akurana(GN),Kandy,2010,11,30,546.7,100
Flood,5,5003,5003015,Perunthoru(GN),Trincomalee,2010,10,1,71.1,100
Flood,4,4001,4001036,Jaffna Town East(GN),Jaffna,2010,11,24,492.2,100
Flood,4,4001,4001018,Irupalai South(GN),Jaffna,2010,4,12,66.6,100
Flood,2,2001,2001009,"Ambathenna, Akurana(GN)",Kandy,2010,1,10,117.7,100
Flood,6,6001,6001045,Dunupotha(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001045,Medagama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001048,Kevitiya(GN),Kurunegala,2010,11,28,550.5,100
Flood,4,4002,4002003,Santhipuram(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,P.K Kottu,Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Thimprown Nagar(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Jeevapuram(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Pallimunai(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Poovilapaddankudy(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Erukkalampiddy(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Erukalamiddy South(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Thalaimannar South(GN),Mannar,2010,11,25,353.0,100
Flood,8,8002,8002012,Siyambalanduwa(GN),Monaragala,2010,11,27,334.0,100
Flood,8,8002,8002012,Dombagahawela(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002012,Liyangolla(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002021,Buduruwagala(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002021,Nugayaya(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002018,Therappahuwa(GN),Monaragala,2010,11,26,334.0,100
Flood,4,4002,4002003,Thalaimannar(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Thalaimannar Station,Mannar,2010,11,27,353.0,100
Flood,4,4002,4002003,Thalaimannar Pier(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Thalaimannar Pier West(GN),Mannar,2010,11,27,353.0,100
Flood,1,1001,1001006,Mulleriyawa South(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Meethotamulla(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Orugodawatta(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Udumulla North(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Salamulla(GN),Colombo,2010,10,11,158.3,100
Flood,4,4002,4002003,Periyakada(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Sinnakada,Mannar,2010,11,25,353.0,100
Flood,8,8002,8002009,Kohukumbura(GN),Monaragala,2010,11,26,334.0,100
Flood,4,4002,4002003,Vankalaipadu,Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Kattukarankudiya(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Pesalai(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Keeliyankudiya(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Pettah(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Thauvanpadu(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Nagathalvu(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Thalaimannar Pier East(GN),Mannar,2010,11,27,353.0,100
Flood,4,4002,4002003,Anthoniyapuram(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002003,Pesalai(GN),Mannar,2010,11,25,353.0,100
Flood,8,8002,8002009,Amune Kandura(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Nakkala(GN),Monaragala,2010,11,26,334.0,100
Flood,1,1001,1001009,Raggahawatta(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001015,Seethawaka(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001021,Pannipitiya,Colombo,2010,10,11,158.3,100
Flood,1,1001,1001036,Kesbewa(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001031,Wedikanda (GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001024,"Welikanda east(GN),Welikanda north(GN)",Colombo,2010,10,11,158.3,100
Flood,1,1001,1001033,Egoda uyana South(GN),Colombo,2010,12,11,292.1,100
Flood,1,1001,1001027,"Wijerama Mw, colombo 7/Cinaman Grand",Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Megoda Kolonnawa(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Mulleriyawa North(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Kotuvila(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Megoda Kolonnawa(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Gothatuwa(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Ambathale(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Singhapura(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001030,"Doctor Road, No 83, Ranajayagama.",Colombo,2010,10,11,158.3,100
Flood,1,1003,1003024,Kalavilakanda(GN),Kaluthara,2010,10,11,203.2,100
Flood,1,1003,1003006,Atulugama East (GN),Kaluthara,2010,10,11,203.2,100
Flood,1,1003,1003021,Etavila (GN),Kaluthara,2010,10,11,203.2,100
Flood,8,8002,8002015,Batugammana(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Horombuwa(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Kumbukkana(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Magandanamulla(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Muppane(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Weliyaya(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Hulandawa Left(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002015,Horombuwa(GN),Monaragala,2010,11,27,334.0,100
Flood,8,8002,8002015,Hulandawa South(GN),Monaragala,2010,11,26,334.0,100
Flood,8,8002,8002024,Yudaganawa(GN),Monaragala,2010,11,22,334.0,100
Flood,8,8002,8002024,Koonketiya(GN),Monaragala,2010,11,22,334.0,100
Flood,8,8002,8002024,Udagama(GN),Monaragala,2010,11,22,334.0,100
Flood,8,8002,8002024,Medagama(GN),Monaragala,2010,11,22,334.0,100
Flood,1,1003,1003018,Gungamuwa (GN),Kaluthara,2010,10,11,203.2,100
Flood,1,1003,1003030,Gurudola(GN),Kaluthara,2010,10,11,203.2,100
Flood,1,1003,1003003,Panadura,Kaluthara,2010,10,11,203.2,100
Flood,8,8002,8002024,"Mahasenpura, Pelwatta",Monaragala,2010,11,22,334.0,100
Flood,1,1001,1001006,Wadulla(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001006,Wijayapura(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Mahawatta (GN),Colombo,2010,10,11,158.3,100
Flood,4,4002,4002015,Arippu West(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Severiyarpuram(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Kokkupadayan(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Maruthamadu(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Kollankulam(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,C.P. Pottakerny(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Marichchukkaddi(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Methanveli(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Kondachchi(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Chilavathurai(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Veppankulam(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Poonochchikulam(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Pandaravelly(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Arippu East(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Puthuvelly(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002015,S.P. Pottakerny(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002015,Palaikuli(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002006,Vellankulam(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002006,Iluppaikadavai(GN),Mannar,2010,11,25,353.0,100
Flood,6,6001,6001048,Hanthihawa(GN),Kurunegala,2010,11,28,550.5,100
Flood,6,6001,6001048,Barampola(GN),Kurunegala,2010,11,28,550.5,100
Flood,6,6001,6001048,Pahala Gomugomuwa(GN),Kurunegala,2010,11,22,550.5,100
Flood,6,6001,6001048,Girathalana(GN),Kurunegala,2010,11,22,550.5,100
Flood,6,6001,6001048,Moonamaldeniya(GN),Kurunegala,2010,11,22,550.5,100
Flood,6,6001,6001048,Meegaspitiya(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001048,Panduwasnuwara(GN),Kurunegala,2010,11,21,550.5,100
Flood,4,4002,4002015,Elanthaikulam,Mannar,2010,11,25,353.0,100
Flood,6,6001,6001048,Wadumunna(GN),Kurunegala,2010,11,22,550.5,100
Flood,6,6001,6001048,Kotambapitiya(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001048,Hettipola(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001048,Othegama(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001048,Nikapitiya(GN),Kurunegala,2010,11,21,550.5,100
Flood,6,6001,6001048,Kadawalagedara(GN),Kurunegala,2010,11,21,550.5,100
Flood,4,4002,4002006,Koorai(GN),Mannar,2010,11,27,353.0,100
Flood,4,4002,4002006,Thevanpiddy(GN),Mannar,2010,11,27,353.0,100
Flood,6,6001,6001048,Akurana(GN),Kurunegala,2010,11,21,550.5,100
Flood,4,4002,4002015,Ahakkimurippu(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002015,Karadikkuli(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002015,Palaikuli(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002012,Vankalai West(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002012,Vankalai North(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002012,Vankalai East(GN),Mannar,2010,1,12,27.2,100
Flood,1,1001,1001003,Grandpass South(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,New Bazaar(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Aluthmawatha(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Madampitiya(GN),Colombo,2010,10,11,158.3,100
Flood,4,4002,4002012,Aththikkuli(GN),Mannar,2010,1,12,27.2,100
Flood,1,1001,1001003,Mahawatta(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Mattakkuliya(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Suduwella(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Maligawatta West(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Aluthkade East(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Modara(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Panchchikawatta(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Maligakanda(GN),Colombo,2010,10,11,158.3,100
Flood,1,1001,1001003,Kotahena East(GN),Colombo,2010,10,11,158.3,100
Flood,4,4003,4003009,Semamadhu(GN),Vavuniya,2010,2,12,0.8,100
Flood,4,4002,4002012,Alawakkai(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002012,Pallamkoddai(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002009,Mathakiramam (GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Maluvarauarkaddayadampuran(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Pannavedduvan(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Matha Kiramam(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Periyamurippu(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Poomalarnathan(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Keerisuddan,Mannar,2010,11,25,353.0,100
Flood,4,4002,4002012,Razoolputhuveli(GN),Mannar,2010,1,12,27.2,100
Flood,4,4002,4002009,Iranai Ilupaikulam(GN),Mannar,2010,11,25,353.0,100
Flood,4,4002,4002009,Vilathikulam(GN),Mannar,2010,11,25,353.0,100
