Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Cyclone
40134,CYCLONE,lka007,lka007001,lka007001054,Kekirawa,Anuradhapura,2000-12-03,2000,12,0
40133,CYCLONE,lka005,lka005002,lka005002033,,Ampara,2000-12-03,2000,12,0
40131,CYCLONE,lka005,lka005003,lka005003021,,Trincolmalee,2000-12-03,2000,12,0
40173,CYCLONE,lka004,lka004005,,,Kilinochchi,2000-12-03,2000,12,0
40165,STRONG WIND,lka007,lka007001,lka007001021,,Anuradhapura,2000-12-03,2000,12,0
ST2000,STRONG WIND,lka005,lka005002,lka005002042,Helagampura(GN),Ampara,2000-12-04,2000,12,1
ST2000,STRONG WIND,lka005,lka005002,lka005002018,Malayadikiramam(GN),Ampara,2000-12-04,2000,12,1
40125,CYCLONE,lka005,lka005003,lka005003015,,Trincolmalee,2000-12-05,2000,12,0
40157,CYCLONE,lka005,lka005003,lka005003027,Pallikkudiyiruppu(GN),Trincolmalee,2000-12-05,2000,12,0
ST2000,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-06,2000,12,1
GA2000,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-06,2000,12,1
ST2000,STRONG WIND,lka009,lka009001,lka009001018,Pettigala(GN),Ratnapura,2000-12-07,2000,12,1
ST2000,STRONG WIND,lka008,lka008001,lka008001027,"Medawela (GN), Uduhawara (GN)",Badulla,2000-12-08,2000,12,1
ST2000,STRONG WIND,lka008,lka008001,lka008001030,Guruthalawa (GN),Badulla,2000-12-08,2000,12,1
ST2000,STRONG WIND,lka008,lka008001,lka008001030,"Alugolla (GN), Bogahakumbura (GN), Keppetipola (GN)         ",Badulla,2000-12-08,2000,12,1
40158,STRONG WIND,lka007,lka007001,lka007001003,Padaviya,Anuradhapura,2000-12-09,2000,12,0
40152,CYCLONE,lka005,lka005002,,,Ampara,2000-12-09,2000,12,0
40172,STRONG WIND,lka007,lka007001,lka007001024,Horowpothana,Anuradhapura,2000-12-09,2000,12,0
40121,CYCLONE,lka005,lka005003,lka005003027,Muttur,Trincolmalee,2000-12-10,2000,12,0
40116,CYCLONE,lka005,lka005003,lka005003006,Kuchchaveli,Trincolmalee,2000-12-11,2000,12,0
40171,CYCLONE,lka006,lka006002,lka006002012,,Puttalam,2000-12-11,2000,12,0
40160,STRONG WIND,lka007,lka007001,lka007001009,,Anuradhapura,2000-12-11,2000,12,0
40142,CYCLONE,lka005,lka005002,lka005002024,Kalmunai Muslim Section (GN),Ampara,2000-12-11,2000,12,0
ST2000,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2000-12-12,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001045,Ikiriwewa(GN),Anuradhapura,2000-12-12,2000,12,1
40146,CYCLONE,lka005,lka005001,,,Batticaloa,2000-12-13,2000,12,0
40106,GALE,lka008,lka008001,lka008001039,"Bingethenna(GN),Pahala Kadurugamuwa(GN),Magiripura(GN)",Badulla,2000-12-13,2000,12,0
GA2000,GALE,lka008,lka008001,lka008001039,"Bingethenna(GN),Pahala Kadurugamuwa(GN),Magiripura(GN)",Badulla,2000-12-14,2000,12,1
GA2000,STRONG WIND,lka008,lka008001,lka008001039,Haputale,Badulla,2000-12-14,2000,12,1
40145,GALE,lka008,lka008002,lka008002012,Wattegama(GN),Monaragala,2000-12-15,2000,12,0
40148,CYCLONE,lka005,lka005003,lka005003033,Verugal/ Echchalampattai,Trincolmalee,2000-12-15,2000,12,0
40170,CYCLONE,lka006,lka006002,lka006002006,,Puttalam,2000-12-15,2000,12,0
40161,CYCLONE,lka005,lka005003,lka005003015,Trincomalee Town and Gravets,Trincolmalee,2000-12-15,2000,12,0
40137,CYCLONE,lka005,lka005003,lka005003018,Thambalagamuwa,Trincolmalee,2000-12-15,2000,12,0
40162,STRONG WIND,lka007,lka007001,lka007001057,,Anuradhapura,2000-12-16,2000,12,0
40101,STRONG WIND,lka009,lka009001,lka009001018,Pettigala(GN),Ratnapura,2000-12-16,2000,12,0
40112,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-16,2000,12,0
40154,CYCLONE,lka006,lka006002,lka006002033,"Weerapandiyana (GN), Punchi Vilattawa (GN), Mugunuwatawana",Puttalam,2000-12-17,2000,12,0
40102,STRONG WIND,lka008,lka008001,lka008001030,"Alugolla (GN), Bogahakumbura (GN), Keppetipola (GN)         ",Badulla,2000-12-17,2000,12,0
40159,CYCLONE,lka005,lka005003,lka005003009,Gomarankadawala,Trincolmalee,2000-12-18,2000,12,0
40164,CYCLONE,lka005,lka005003,lka005003024,Kinniya,Trincolmalee,2000-12-18,2000,12,0
40117,CYCLONE,lka004,lka004003,,,Vavuniya,2000-12-18,2000,12,0
40103,STRONG WIND,lka008,lka008001,lka008001030,Guruthalawa (GN),Badulla,2000-12-18,2000,12,0
40128,STRONG WIND,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2000-12-18,2000,12,0
40169,CYCLONE,lka007,lka007002,lka007002012,,Polannaruwa,2000-12-19,2000,12,0
40132,CYCLONE,lka007,lka007002,lka007002012,Dimbulagala,Polannaruwa,2000-12-19,2000,12,0
ST2000,STRONG WIND,lka008,lka008002,lka008002012,Wattegama(GN),Monaragala,2000-12-20,2000,12,1
ST2000,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-20,2000,12,1
40144,CYCLONE,lka006,lka006002,,,Puttalam,2000-12-21,2000,12,0
40168,CYCLONE,lka007,lka007001,lka007001063,,Anuradhapura,2000-12-21,2000,12,0
40155,CYCLONE,lka005,lka005001,lka005001009,Koralai Pattu (Valachchenai),Batticaloa,2000-12-21,2000,12,0
40118,STRONG WIND,lka007,lka007001,lka007001006,Kebithigollewa,Anuradhapura,2000-12-21,2000,12,0
40108,STRONG WIND,lka008,lka008002,lka008002012,Wattegama(GN),Monaragala,2000-12-21,2000,12,0
40114,CYCLONE,lka007,lka007002,lka007002003,,Polannaruwa,2000-12-22,2000,12,0
40156,CYCLONE,lka007,lka007002,,,Polannaruwa,2000-12-22,2000,12,0
40120,CYCLONE,lka005,lka005003,lka005003006,Kumburupiddi North(GN),Trincolmalee,2000-12-22,2000,12,0
40151,CYCLONE,lka005,lka005002,,,Ampara,2000-12-22,2000,12,0
40104,STRONG WIND,lka008,lka008001,lka008001027,"Medawela (GN), Uduhawara (GN)",Badulla,2000-12-22,2000,12,0
40107,STRONG WIND,lka008,lka008001,lka008001039,Haputale,Badulla,2000-12-23,2000,12,0
40100,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-23,2000,12,0
40147,CYCLONE,lka007,lka007002,,,Polannaruwa,2000-12-23,2000,12,0
40109,STRONG WIND,lka006,lka006001,lka006001018,"Kanagallewa (GN), Aboddagama (GN), Udunowa (GN)             ",Kurunegala,2000-12-24,2000,12,0
40136,STRONG WIND,lka007,lka007001,lka007001003,,Anuradhapura,2000-12-24,2000,12,0
40176,STRONG WIND,lka006,lka006001,lka006001018,Rasnayakapura,Kurunegala,2000-12-24,2000,12,0
ST2000,STRONG WIND,lka006,lka006001,lka006001018,Rasnayakapura,Kurunegala,2000-12-25,2000,12,1
GA2000,GALE,lka006,lka006001,lka006001036,"Muwanwellegedara(GN),Medagama(GN)",Kurunegala,2000-12-25,2000,12,1
GA2000,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2000-12-25,2000,12,1
ST2000,STRONG WIND,lka006,lka006001,lka006001018,"Kanagallewa (GN), Aboddagama (GN), Udunowa (GN)             ",Kurunegala,2000-12-25,2000,12,1
CY2000,CYCLONE,lka007,lka007002,lka007002012,Dimbulagala,Polannaruwa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,lka005001018,,Batticaloa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003006,"Pulmoddi (GN)1,2,3,4",Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka004,lka004003,,,Vavuniya,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,lka005002033,,Ampara,2000-12-26,2000,12,1
GA2000,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007001,lka007001054,Kekirawa,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003024,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003027,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003003,Padavi Sri Pura,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003012,Morawewa,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,lka005002006,Padiyathalawa,Ampara,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003018,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007001,,,Anuradhapura,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001003,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003018,Thambalagamuwa,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka004,lka004005,,,Kilinochchi,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001054,,Anuradhapura,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001054,Kekirawa,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007001,lka007001063,Galnewa,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,lka005002024,Kalmunai Muslim Section (GN),Ampara,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003021,,Trincolmalee,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001021,Kahatagasdigiliya,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003030,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003009,,Trincolmalee,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001021,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka004,lka004001,lka004001021,Karaveddy East(GN),Jaffna,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003021,Kanthalai,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003024,Kinniya,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007002,lka007002003,Hingurakgoda,Polannaruwa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka004,lka004001,lka004001021,Vadamaradchi South-west (Karav,Jaffna,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007002,lka007002003,,Polannaruwa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,lka005001009,,Batticaloa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003006,Kuchchaveli,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka004,lka004003,,,Vavuniya,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001006,Kebithigollewa,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,lka005002033,Addalachchenai,Ampara,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003006,Kumburupiddi North(GN),Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003027,Muttur,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,lka005002024,Kalmunai,Ampara,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001024,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003012,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003033,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003015,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,lka005001018,Manmunai North (Batti Town),Batticaloa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,lka005002006,,Ampara,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001009,Medawachchiya,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003003,,Trincolmalee,2000-12-26,2000,12,1
GA2000,STRONG WIND,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003006,,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,,,Puttalam,2000-12-26,2000,12,1
GA2000,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,,,Batticaloa,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001057,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007001,lka007001054,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007001,lka007001063,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007002,lka007002012,,Polannaruwa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002006,,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002012,Nawagattegama,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002012,,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2000-12-26,2000,12,1
GA2000,GALE,lka007,lka007001,lka007001045,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,,,Batticaloa,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001024,Horowpothana,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka004,lka004005,,,Kilinochchi,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007001,,,Anuradhapura,2000-12-26,2000,12,1
GA2000,GALE,lka008,lka008002,lka008002012,Wattegama(GN),Monaragala,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002033,Chilaw,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003015,Trincomalee Town and Gravets,Trincolmalee,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001009,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003030,Seruvila,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,lka005001006,Vahaneri(GN),Batticaloa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007002,,,Polannaruwa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003033,Verugal/ Echchalampattai,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002042,,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,,,Puttalam,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,lka005001006,Koralai Pattu West (Oddamavadi,Batticaloa,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,,,Ampara,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005002,,,Ampara,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001006,,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka006,lka006002,lka006002033,"Weerapandiyana (GN), Punchi Vilattawa (GN), Mugunuwatawana",Puttalam,2000-12-26,2000,12,1
GA2000,GALE,lka009,lka009001,lka009001003,Maimigoda,Ratnapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka007,lka007002,,,Polannaruwa,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001057,Palugaswewa,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003027,Pallikkudiyiruppu(GN),Trincolmalee,2000-12-26,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001003,Padaviya,Anuradhapura,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005003,lka005003009,Gomarankadawala,Trincolmalee,2000-12-26,2000,12,1
CY2000,CYCLONE,lka005,lka005001,lka005001009,Koralai Pattu (Valachchenai),Batticaloa,2000-12-26,2000,12,1
40166,CYCLONE,lka005,lka005003,lka005003030,Seruvila,Trincolmalee,2000-12-27,2000,12,0
40098,STRONG WIND,lka005,lka005002,lka005002018,Malayadikiramam(GN),Ampara,2000-12-27,2000,12,0
40119,CYCLONE,lka005,lka005002,lka005002033,Addalachchenai,Ampara,2000-12-27,2000,12,0
40110,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2000-12-27,2000,12,0
40111,GALE,lka006,lka006001,lka006001036,"Muwanwellegedara(GN),Medagama(GN)",Kurunegala,2000-12-27,2000,12,0
40124,CYCLONE,lka005,lka005003,lka005003033,,Trincolmalee,2000-12-27,2000,12,0
ST2000,STRONG WIND,lka007,lka007001,lka007001063,Galnewa,Anuradhapura,2000-12-28,2000,12,1
ST2000,STRONG WIND,lka007,lka007001,lka007001063,,Anuradhapura,2000-12-28,2000,12,1
ST2000,STRONG WIND,lka006,lka006001,lka006001018,Rasnayakapura,Kurunegala,2000-12-28,2000,12,1
ST2000,STRONG WIND,lka006,lka006001,lka006001018,Nammuwawa (GN),Kurunegala,2000-12-28,2000,12,1
40099,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-29,2000,12,0
40140,STRONG WIND,lka007,lka007001,lka007001054,,Anuradhapura,2000-12-29,2000,12,0
40113,CYCLONE,lka004,lka004001,lka004001021,Vadamaradchi South-west (Karav,Jaffna,2000-12-29,2000,12,0
40175,STRONG WIND,lka007,lka007001,lka007001063,,Anuradhapura,2000-12-30,2000,12,0
40123,CYCLONE,lka005,lka005003,lka005003012,,Trincolmalee,2000-12-30,2000,12,0
40127,CYCLONE,lka005,lka005003,lka005003003,,Trincolmalee,2000-12-30,2000,12,0
40115,CYCLONE,lka005,lka005001,lka005001009,,Batticaloa,2000-12-30,2000,12,0
40150,CYCLONE,lka005,lka005001,lka005001006,Koralai Pattu West (Oddamavadi,Batticaloa,2000-12-31,2000,12,0
40139,CYCLONE,lka005,lka005002,lka005002006,Padiyathalawa,Ampara,2000-12-31,2000,12,0
40135,CYCLONE,lka005,lka005003,lka005003027,,Trincolmalee,2000-12-31,2000,12,0
40153,GALE,lka009,lka009001,lka009001003,Maimigoda,Ratnapura,2000-12-31,2000,12,0
40129,CYCLONE,lka004,lka004001,lka004001021,Karaveddy East(GN),Jaffna,2000-12-31,2000,12,0
40126,CYCLONE,lka005,lka005002,lka005002006,,Ampara,2000-12-31,2000,12,0
ST2001,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2001-01-01,2001,1,1
ST2001,STRONG WIND,lka007,lka007001,lka007001015,Pethispura(GN),Anuradhapura,2001-01-01,2001,1,1
40181,COASTLINE,lka006,lka006002,lka006002030,Periya kurukupane,Puttalam,2001-01-02,2001,1,0
ST2001,STRONG WIND,lka009,lka009001,lka009001018,Ampitiyawatta(GN),Ratnapura,2001-01-07,2001,1,1
ST2001,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2001-01-10,2001,1,1
CE2001,COASTLINE,lka006,lka006002,lka006002030,Periya kurukupane,Puttalam,2001-01-10,2001,1,1
ST2001,STRONG WIND,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2001-01-10,2001,1,1
ST2001,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2001-01-10,2001,1,1
ST2001,STRONG WIND,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2001-01-10,2001,1,1
40189,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2001-01-11,2001,1,0
40179,STRONG WIND,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2001-01-12,2001,1,0
ST2001,STRONG WIND,lka009,lka009001,lka009001009,Matuwagala(GN),Ratnapura,2001-01-14,2001,1,1
ST2001,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2001-01-14,2001,1,1
40177,STRONG WIND,lka007,lka007001,lka007001015,Pethispura(GN),Anuradhapura,2001-01-15,2001,1,0
GA2001,GALE,lka008,lka008002,lka008002012,Buddama(GN),Monaragala,2001-01-18,2001,1,1
GA2001,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-01-18,2001,1,1
40186,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-01-20,2001,1,0
40190,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-01-21,2001,1,0
40178,STRONG WIND,lka009,lka009001,lka009001018,Ampitiyawatta(GN),Ratnapura,2001-01-23,2001,1,0
40184,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2001-01-25,2001,1,0
40183,STRONG WIND,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2001-01-25,2001,1,0
40188,GALE,lka006,lka006001,lka006001036,Horombuwa(GN),Kurunegala,2001-01-25,2001,1,0
40180,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2001-01-26,2001,1,0
40185,STRONG WIND,lka009,lka009001,lka009001009,Matuwagala(GN),Ratnapura,2001-01-28,2001,1,0
40187,GALE,lka008,lka008002,lka008002012,Buddama(GN),Monaragala,2001-01-28,2001,1,0
GA2001,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-01-29,2001,1,1
GA2001,GALE,lka008,lka008002,lka008002012,Siyambalanduwa(GN),Monaragala,2001-01-29,2001,1,1
GA2001,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2001-01-29,2001,1,1
GA2001,GALE,lka006,lka006001,lka006001036,Horombuwa(GN),Kurunegala,2001-01-29,2001,1,1
40182,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2001-01-30,2001,1,0
40195,GALE,lka009,lka009001,lka009001009,Ellawala(GN),Ratnapura,2001-02-01,2001,2,0
40194,STRONG WIND,lka008,lka008001,lka008001039,Haputale,Badulla,2001-02-03,2001,2,0
40196,STRONG WIND,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2001-02-04,2001,2,0
40192,GALE,lka001,lka001002,lka001002024,,Gampaha,2001-02-05,2001,2,0
GA2001,GALE,lka001,lka001002,lka001002024,,Gampaha,2001-02-06,2001,2,1
GA2001,STRONG WIND,lka008,lka008001,lka008001039,Haputale,Badulla,2001-02-06,2001,2,1
GA2001,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2001-02-06,2001,2,1
GA2001,GALE,lka006,lka006001,lka006001036,"Ebawalapitiya (GN), Horombuwa (GN), Wanduressa-Welgala (GN)",Kurunegala,2001-02-06,2001,2,1
GA2001,GALE,lka009,lka009001,lka009001009,Ellawala(GN),Ratnapura,2001-02-08,2001,2,1
40198,GALE,lka008,lka008002,lka008002012,Perakumpura(GN),Monaragala,2001-02-09,2001,2,0
40191,GALE,lka006,lka006001,lka006001036,"Ebawalapitiya (GN), Horombuwa (GN), Wanduressa-Welgala (GN)",Kurunegala,2001-02-10,2001,2,0
ST2001,STRONG WIND,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2001-02-11,2001,2,1
40197,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-02-12,2001,2,0
GA2001,GALE,lka008,lka008002,lka008002012,Perakumpura(GN),Monaragala,2001-02-17,2001,2,1
GA2001,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-02-17,2001,2,1
40193,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2001-02-24,2001,2,0
40203,GALE,lka008,lka008002,lka008002012,Buddama(GN),Monaragala,2001-03-02,2001,3,0
40205,STRONG WIND,lka009,lka009001,lka009001009,Kanuggalla(GN),Ratnapura,2001-03-03,2001,3,0
ST2001,STRONG WIND,lka009,lka009001,lka009001018,Thanjanthenna(GN),Ratnapura,2001-03-08,2001,3,1
ST2001,STRONG WIND,lka008,lka008002,lka008002012,Perakumpura(GN),Monaragala,2001-03-10,2001,3,1
CE2001,COASTLINE,lka006,lka006002,lka006002045,"kadawatha,ulhitiyawa,kolinjadiya(GN3)",Puttalam,2001-03-10,2001,3,1
GA2001,GALE,lka008,lka008001,lka008001039,"Bingethenna(GN),Kahagolla(GN)",Badulla,2001-03-12,2001,3,1
GA2001,GALE,lka008,lka008002,lka008002012,Buddama(GN),Monaragala,2001-03-12,2001,3,1
40202,GALE,lka008,lka008001,lka008001039,"Bingethenna(GN),Kahagolla(GN)",Badulla,2001-03-19,2001,3,0
40207,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2001-03-19,2001,3,0
40199,STRONG WIND,lka009,lka009001,lka009001018,Thanjanthenna(GN),Ratnapura,2001-03-21,2001,3,0
ST2001,STRONG WIND,lka002,lka002002,lka002002003,Wetakoluwewa(GN),Matale,2001-03-25,2001,3,1
ST2001,STRONG WIND,lka009,lka009001,lka009001009,Kanuggalla(GN),Ratnapura,2001-03-25,2001,3,1
ST2001,STRONG WIND,lka002,lka002002,lka002002003,Galewela,Matale,2001-03-25,2001,3,1
ST2001,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2001-03-25,2001,3,1
40200,COASTLINE,lka006,lka006002,lka006002045,"kadawatha,ulhitiyawa,kolinjadiya(GN3)",Puttalam,2001-03-26,2001,3,0
40204,STRONG WIND,lka002,lka002002,lka002002003,Wetakoluwewa(GN),Matale,2001-03-28,2001,3,0
40201,STRONG WIND,lka008,lka008002,lka008002012,Perakumpura(GN),Monaragala,2001-03-28,2001,3,0
GA2001,GALE,lka006,lka006001,lka006001036,"Muwanwellegedara(GN),Medagama(GN)",Kurunegala,2001-03-29,2001,3,1
GA2001,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2001-03-29,2001,3,1
40206,STRONG WIND,lka002,lka002002,lka002002003,Galewela,Matale,2001-03-30,2001,3,0
ST2001,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2001-04-06,2001,4,1
40212,GALE,lka009,lka009001,lka009001006,"Parakaduwa(GN),Pohorabawa(GN)",Ratnapura,2001-04-08,2001,4,0
40208,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2001-04-10,2001,4,0
40209,STRONG WIND,lka009,lka009001,lka009001006,Kuruvita,Ratnapura,2001-04-11,2001,4,0
40213,STRONG WIND,lka007,lka007001,lka007001015,Parasangahawewa(GN),Anuradhapura,2001-04-12,2001,4,0
40211,STRONG WIND,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2001-04-13,2001,4,0
